GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_016654055.1	24596068	GCF_016654055.1	24632668	
GCA_016654065.1	24596058	GCF_016654065.1	24635568	
GCA_016654115.1	24596088	GCF_016654115.1	24633288	
GCA_016741775.1	24696508	GCF_016741775.1	24724268	
GCA_016741785.1	24696488	GCF_016741785.1	24724488	
GCA_016741825.1	24696548	GCF_016741825.1	24724008	
GCA_016741855.1	24696568	GCF_016741855.1	24724168	
GCA_016741875.1	24696588	GCF_016741875.1	24724668	
GCA_016741935.1	24696658	GCF_016741935.1	24724348	
GCA_016745505.1	24712258	GCF_016745505.1	24730588	
GCA_016755835.1	24723288	GCF_016755835.1	24749958	
GCA_016755855.1	24723308	GCF_016755855.1	24749378	
GCA_016755875.1	24723328	GCF_016755875.1	24749918	
GCA_016755895.1	24723348	GCF_016755895.1	24750118	
GCA_016756395.1	24723848	GCF_016756395.1	24756478	
GCA_016757295.1	24729208	GCF_016757295.1	24758158	
GCA_016772455.1	24783228	GCF_016772455.1	24787468	
GCA_016803985.1	24830298	GCF_016803985.1	24957098	
GCA_016804005.1	24830318	GCF_016804005.1	24956518	
GCA_016834575.1	24922488	GCF_016834575.1	24973588	
GCA_016860525.1	24959578	GCF_016860525.1	25008648	
GCA_016860545.1	24959598	GCF_016860545.1	25008568	
GCA_016876065.1	24986268	GCF_016876065.1	25001508	
GCA_016901035.1	25025128	GCF_016901035.1	25071438	
GCA_016905445.1	25034108	GCF_016905445.1	25071138	
GCA_016906185.1	25034968	GCF_016906185.1	25070718	
GCA_016906205.1	25034988	GCF_016906205.1	25070958	
GCA_016906225.1	25035008	GCF_016906225.1	25070978	
GCA_016906245.1	25035028	GCF_016906245.1	25071158	
GCA_016906265.1	25035048	GCF_016906265.1	25071198	
GCA_016909575.1	25038828	GCF_016909575.1	25070758	
GCA_016916835.1	25047028	GCF_016916835.1	25071218	
GCA_016917755.1	25048308	GCF_016917755.1	25118768	
GCA_016918855.1	25054188	GCF_016918855.1	25118448	
GCA_016919245.1	25054568	GCF_016919245.1	25118948	
GCA_016919685.1	25055028	GCF_016919685.1	25118928	
GCA_016921115.1	25065578	GCF_016921115.1	25120588	
GCA_017114865.1	25273738	GCF_017114865.1	25388868	
GCA_017164735.1	25324678	GCF_017164735.1	25372148	
GCA_017168205.1	25331428	GCF_017168205.1	25449188	
GCA_017311125.1	25495488	GCF_017311125.1	25539588	
GCA_017315755.1	25501068	GCF_017315755.1	25539248	
GCA_017349075.1	25541628	GCF_017349075.1	25549728	
GCA_017352335.1	25546528	GCF_017352335.1	25554888	
GCA_017353455.1	25547648	GCF_017353455.1	25554928	
GCA_017356985.1	25556168	GCF_017356985.1	25577988	
GCA_017358145.1	25557328	GCF_017358145.1	25580498	
GCA_017377775.1	25579058	GCF_017377775.1	25720198	
GCA_017427025.1	25629878	GCF_017427025.1	25718718	
GCA_017526105.1	25730778	GCF_017526105.1	25780948	
GCA_017592595.1	25830118	GCF_017592595.1	25847738	
GCA_017614965.1	25862708	GCF_017614965.1	25910818	
GCA_017639205.1	25886888	GCF_017639205.1	25912618	
GCA_017676345.1	25938098	GCF_017676345.1	26070458	
GCA_017676365.1	25938118	GCF_017676365.1	26072818	
GCA_017676385.1	25938138	GCF_017676385.1	26074598	
GCA_017751265.1	26014188	GCF_017751265.1	26087438	
GCA_017813245.1	26085228	GCF_017813245.1	26164148	
GCA_017813315.1	26085298	GCF_017813315.1	26165768	
GCA_017825375.1	26098678	GCF_017825375.1	26174328	
GCA_017874495.1	26148298	GCF_017874495.1	26174068	
GCA_017874515.1	26148318	GCF_017874515.1	26173488	
GCA_017874715.1	26148518	GCF_017874715.1	26173508	
GCA_017876235.1	26150038	GCF_017876235.1	26174108	
GCA_017876255.1	26150058	GCF_017876255.1	26173528	
GCA_017876625.1	26150438	GCF_017876625.1	26174188	
GCA_017877015.1	26150818	GCF_017877015.1	26173888	
GCA_017916255.1	26208128	GCF_017916255.1	26314348	
GCA_017933115.1	26224968	GCF_017933115.1	26318408	
GCA_017933235.1	26225028	GCF_017933235.1	26320008	
